Unique ID,CompanyName,WebAddress,PrimaryUSNAICSCode,Health,AllNAICSCodes,PostalDeliveryPoint,NAICSCode,SIC Code,Combined Code,Combined Mngt Code
335,"AHEAD, INC.",www.aheadhr.com,541611,0,541611,99,0,0,0,0
351,"Aircraft Battery Shop, Inc.",www.aircraftbatteryshop.com,335912,0,335912,99,0,0,0,0
352,Airlift Group LLC,www.airliftj.com,541511,0,541511,85,0,0,0,0
358,Ajartist Media,www.ajartistmedia.com,517919,0,517919,16,0,0,0,0
366,Aladdin Temp-Rite LLC,www.aladdintemprite.com,423450,0,423450,50,5,5,5,5
376,Alana Health Partners LLC,www.alanahealthcare.com,424210,1,424210,8,5,5,5,5
394,"Alday Communications, Inc",www.lucasstrobesystems.com,541820,0,541820,50,0,0,0,0
436,All Secure Technologies,www.allsecuretechnologies.com,541712,0,541712,20,2,0,0,0
438,All Technology Recovery,www.alltechnologyrecovery.com,541712,0,541712,73,2,0,0,0
443,Allegiane Teleservices,www.allegiance-ts.com,541690,0,541690,4,2,0,0,0
444,"Allegiant Direct, Inc.",www.allegiantdirect.com,541613,0,541613,65,0,0,0,0
467,ALLIANCE BUSINESS SOLUTIONS LLC,www.alliancebiztranslations.com,541611,0,541611;541930,76,0,0,0,0
470,"Alliance Marketing, L.L.C.",www.alliancesupermarketing.com,541613,0,541613,99,0,0,0,0
472,Alliance Software LLC,www.alliancesoftware.com,511210,0,511210,11,0,0,0,0
477,Allison Nutrition Consulting,www.nanallison.com,541618,1,541618,5,0,0,0,0
478,"Allparts Medical, LLC",www.allpartsmedical.com,423450,1,423450,0,5,5,5,5
479,Allsbrooks Construction Inc,www.allsbrooksconstruction.com,236220,0,236220,1,0,0,0,0
481,"Alltech, Inc.",www.alltechinc.net,541511,0,541511,55,0,0,0,0
482,"Allyance Partners, Inc.",www.allyancepartners.com,541611,0,541611,13,0,0,0,0
488,Alorica Inc.,www.alorica.com,517919,0,517919,21,0,0,0,0
489,Alpha Building Corporation,www.alphabuilding.com,236220,0,236220,27,0,0,0,0
495,Alpha Omega Consulting Group Inc,www.aocg.com,541512,0,541512,16,0,0,0,0
497,"Altair Data Resources, Inc.",www.altairdata.com,541613,0,541613,0,0,0,0,0
499,Alternative 4 Plastic LLC,www.alternative4plasticsllc.com,541618,0,541618,18,0,0,0,0
506,"Alvarez & Marsal Holdings, LLC",www.alvarezandmarsal.com,541611,0,541611,99,0,0,0,0
510,Alwaysconnected Solutions,www.alwaysconnectedsolutions.com,423450,0,423450,9,5,5,5,5
512,Amalgamated Building Servi,www.amalgamatedbuildingservices.com,236220,0,236220,14,0,0,0,0
515,"Amano McGann, Inc.",www.amanomcgann.com,511210,0,511210,90,0,0,0,0
516,Amaranthine Technology,www.amaranthinetech.com,517110,0,517110,7,0,0,0,0
521,Amber Johnson,www.southeasterndentalgroup.com,339114,1,339114,31,2,2,2,2
522,"AMBEST, INC.",www.am-best.com,541820,0,541820,75,0,0,0,0
526,"AMEC ENVIRONMENT & INFRASTRUCTURE, INC.",www.amec.com,541380,0,541380,38,0,2,2,2
543,"American Constructors, Inc.",www.americanconstructors.us,236220,0,236220,99,0,0,0,0
544,"American Creative Dental Studio, Inc",www.americancreativedental.com,339116,0,339116,21,2,2,2,2
547,American Dental Cooperative,www.ndc-inc.com,423450,1,423450,25,5,5,5,5
553,"American Endoscopy Services, Inc.",www.specialtycare.net,334510,1,334510,0,2,2,2,2
555,"AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.",www.americanexpress.com,541512,0,541512,31,0,0,0,0
570,American Insurance Consultants,www.steveanderson.com,541611,0,541611,50,0,0,0,0
585,American Payment Systems,www.americanpaymentsystems.com,541511,0,541511,7,0,0,0,0
593,American Standard Shared Services Inc.,www.trane.com,541219,0,541219,99,0,0,0,0
604,Ameriprise Financial Services Inc.,www.americanexpress.com,541611,0,541611,99,0,0,0,0
605,Amerisourcebergen Corporation,www.amerisourcebergen.com,325412,1,325412;424210,30,2,2,2,2
606,Amerita Inc,www.pharmerica.com,424210,1,424210,17,5,5,5,5
610,Amicone Media LLC,www.amiconemedia.com,517919,0,517919,51,0,0,0,0
644,"Ancillary Management Solutions, Inc.",www.proclaimams.com,423450,0,423450,0,5,5,5,5
645,Anderson Hill Consulting LLC,www.andersonhillconstruction.com,541618,0,541618,95,0,0,0,0
676,"Anesthetic Gas Reclamation, LLC",www.gasrecycler.com,339112,0,339112,73,2,2,2,2
707,ANNA DURHAM WINDROW,www.windrowgroup.com,541820,0,541820,70,0,0,0,0
719,"Ansar, Inc",www.ansarinc.com,541618,0,541618,51,0,0,0,0
723,Anthology Creative,www.anthologycreative.com,541613,0,541613,46,0,0,0,0
735,Any Lab Test Now,www.anylabtestnow.com,541380,1,541380,99,0,0,0,0
736,Any Lab Test Now,www.anylabtestnow.com,541380,1,541380,14,0,0,0,0
737,Aol Inc.,www.aol.com,518210,0,518210,99,0,0,0,0
743,Apex Energy Solutions of Nashville LLC,www.apexenergygroup.com,541690,0,541690,12,2,0,0,0
749,Apple Independance Mobilty LLC,www.applemobility.com,339113,0,339113,52,2,2,2,2
751,Appleton Harbor Marketing LLC,www.harbortea.com,541613,0,541613,5,0,0,0,0
752,Appleton Learning Corporation,www.appletonlearning.com,624310,0,624310,10,3,0,0,0
753,"APPLIED ORTHOTIC SYSTEMS, INC.",www.appliedorthotics.com,339113,0,339113,3,2,2,2,2
755,APPLIED RESEARCH & MGT SVCS,www.ewc-inc.com,541611,0,541611,23,0,0,0,0
759,Apria Healthcare LLC,www.apira.com,423450,0,423450,26,5,5,5,5
781,ARC POINT LABS,www.arcpointlabs.com,541380,1,541380,34,0,0,0,0
796,"Argent Financial Group, Inc.",www.argentmoney.com,541611,0,541611,70,0,0,0,0
799,ARISTO MUSIC ASSOCIATES INC,www.aristomedia.com,541820,0,511199;541820,20,0,0,0,0
807,Armor Corps,www.armorcorps.com,541611,0,541611;541712;541910,38,0,0,0,0
817,Artemis International Inc.,www.digichart.com,541511,1,541511,48,0,0,0,0
830,"Artis Networks, Inc.",www.artisnetworks.com,541512,0,541512,24,0,0,0,0
843,"Ase Technology, Inc.",www.asetechnology.com,541512,0,541512;811212,50,0,0,0,0
849,Ashley Hylbert,www.ashleyhylbert.com,541618,0,541618,3,0,0,0,0
855,"Aspect Software, Inc.",www.aspect.com,541511,0,541511,25,0,0,0,0
856,"Aspen Dental Management, Inc.",www.aspendental.com,339116,1,339116;621210,53,2,2,2,2
857,"Aspen Dental Management, Inc.",www.aspendental.com,339116,1,339116,4,2,2,2,2
858,"Aspen Dental Management, Inc.",www.aspendental.com,339116,1,339116;621210,99,2,2,2,2
892,Assurance Financial Partners LLC,www.assurancefinancialpartners.com,541611,0,523930;524113;524114;541611,48,0,0,0,0
902,Atc Associates Inc.,www.atcassociates.com,334516,0,334516,76,2,0,0,0
904,Athena Consulting,www.athenaconsulting.com,541618,0,541618,65,0,0,0,0
910,Atiba Software & Consulting,www.atiba.com,541512,0,517110;541512,31,0,0,0,0
911,Atiba Software LLC,www.atiba.com,511210,0,511210,75,0,0,0,0
913,Atkinson Public Relations Inc,www.atkinsonpr.com,541820,0,541820,45,0,0,0,0
927,Aull & Cooper Cpas Pllc,www.aullcooper.com,541211,0,541211,25,0,0,0,0
935,Authentiq Tax Service,www.authentiqtax.net,541219,0,541219,74,0,0,0,0
939,"Autohood Media, LLC",www.autohoodmedia.com,517919,0,517919,99,0,0,0,0
941,"AUTOMATIC DATA PROCESSING, INC.",www.adp.com,518210,0,518210;541214,25,0,0,0,0
942,Automation Integrator LLC,www.aieng.com,541511,0,541511,77,0,0,0,0
943,"AUTOMATION NTH, LLC",www.automationnth.com,334513,0,334513,91,0,0,0,0
948,Avalon Technology,www.acalontech.com,541512,0,541512,43,0,0,0,0
949,"Avankia, LLC",www.avankia.com,541511,1,541511,99,0,0,0,0
958,Avintus,www.avintus.com,541611,0,541611,2,0,0,0,0
961,Avure Technologies Incorporated,www.milestonepartners.com,334513,0,334513,10,0,0,0,0
965,Axa Mony or,www.axa-equitable.com,541611,0,541611,99,0,0,0,0
966,Axios Information Technologies LLC,www.axiosit.com,541512,0,541512,7,0,0,0,0
973,"A-Z Dme, LLC",www.a-zdme.com,423450,1,423450,50,5,5,5,5
980,B & L CORP,www.costcontrol.com,541611,0,541611,73,0,0,0,0
983,B A S Solutions,www.bas-solutions.com,541511,0,541511,99,0,0,0,0
988,B Rs,www.thinkbrs.com,541611,0,541611,99,0,0,0,0
997,"B.R. McMillan & Associates, Inc.",www.brmcmillan.com,236220,0,236220,30,0,0,0,0
1,"Capella Healthcare, Inc.",www.capellahealth.com,622110,2,622110,50,3,3,3,1
6,12 South Dental Pllc,www.12southdentalstudio.com,621210,2,621210,55,3,3,3,3
14,1st Choice Chiropractic,www.chiropractor-pages.com,621310,2,621310,35,3,3,3,3
20,21st Century Aesthetic Dentistry,www.cosmetic-dentist-nashville.com,621210,2,621210,27,3,3,3,3
23,274 Smith County Health Care Center,www.smithcountyhc.com,623110,2,623110,99,3,3,3,3
36,3rd Church Healthcare,www.thirdandchurchhealthcare.com,621999,2,621999,1,3,3,3,3
46,4umd LLC,www.4umd.com,621111,2,621111,52,3,3,3,3
50,5 Star Dental Care,www.5stardentalcare.biz,621210,2,621210,28,3,3,3,3
61,A & R Consultants LLC,www.aandrconsultants.com,541618,2,541618,2,0,0,0,0
65,A Beautiful Smile,www.keithshrumdentistry.com,621210,2,621210,30,3,3,3,3
72,A Child's Dream Pre-K,www.achildsdreampre-k.com,623990,2,623990,20,3,0,0,0
76,A Grandmothers Wish,www.agrandmotherswish.com,621610,2,621610,5,3,3,3,3
81,A Jamie Slandzicki MD,www.nashvillemedicalgroup.com,621111,2,621111,99,3,3,3,3
88,A Soldiers Child Inc,www.asoldierschild.org,624410,2,624410,15,0,0,0,0
104,Aaron Payne DDS,www.draaronpayne.net,621210,2,621210,84,3,3,3,3
116,"Ablemos, Inc.",www.ablemos.com,621340,2,621340,2,3,3,3,3
132,Academy Foot & Ankle Care,www.academyfootandankle.com,621391,2,621391,3,3,3,3,3
134,"Acadia Healthcare Company, Inc.",www.acadiahealthcare.com,621498,2,621498,99,3,3,3,3
135,"Acadia Healthcare Company, LLC",www.acadiahealthcare.com,622210,2,622210,99,3,3,3,3
139,Accent Smile Center Pllc,www.accentsmilecenter.com,621210,2,621210,73,3,3,3,3
142,Access Dental of Brentwood,www.accessdentalofbrentwood.com,621210,2,621210,,3,3,3,3
152,Accu Vision Optical,www.2accu-visionoptical.com,621320,2,446130;621320,61,3,3,3,3
162,Achieve Learning,www.achievelearningnow.com,624410,2,624410,99,0,0,0,0
167,Action Chiropractic,www.nashvillespinedoctor.com,621310,2,621310,99,3,3,3,3
168,Active Learning Ctr,www.activelearningcenters.com,624410,2,624410,76,0,0,0,0
169,Active Life Chiropractic & Rehabilitatio,www.activelifetn.com,621310,2,621310,27,3,3,3,3
172,Active Spine & Joint Center LL,www.activesjc.com,621310,2,621310,25,3,3,3,3
176,"Acumen Physician Solutions, LLC",www.acumenehr.com,621610,2,621610,25,3,3,3,3
183,Adam Davis DDS,www.mjendo.com,621210,2,621210,53,3,3,3,3
184,"Adam W Crow, DDS, Pllc",www.tn-smyrna.doctors.at,621210,2,621210,45,3,3,3,3
188,Adams Pediatric Dentistry,www.adamspediatricdentistry.com,621210,2,621210,39,3,3,3,3
189,ADAMS PLACE,www.adamsplace.org,623990,2,623990,99,3,3,3,3
190,Adam's Place Independent Living,www.adamsplace.org,624120,2,624120,99,3,0,0,0
194,"ADAMSPLACE, LLC",www.adamsplace.org,623110,2,623110,99,3,3,3,3
195,"ADDICTION & MENTAL HEALTH SERVICES, INC",www.bradfordhealth.com,621498,2,621498,17,3,3,3,3
196,"ADDICTION & MENTAL HEALTH SERVICES, INC",www.bradfordhealth.com,621498,2,621111;621498;622210,,3,3,3,3
199,ADDUS HOMECARE CORPORATION,www.aidandassist.net,624190,2,624190,25,3,0,0,0
200,Addus Homecare Corporation,www.aidandassist.net,621610,2,621610,21,3,3,3,3
203,Adin Healthcare LLC,www.adinhealthcare.com,621999,2,621999,99,3,3,3,3
208,Adoption Assistance Inc,www.adoptionassistance.com,624110,2,624110,21,3,0,0,0
225,"Advancecare Health Services, LLC",www.advancecarehealthservicestn.com,621999,2,621999,58,3,3,3,3
226,"Advanced Aesthetics, L.L.C.",www.goldskincare.com,621111,2,621111,99,3,3,3,3
233,Advanced Diagnostic Imaging PC,www.phydata.com,621111,2,621111,24,3,3,3,3
238,Advanced Foot & Ankle Centers PC,www.neufoot.com,621391,2,621391,,3,3,3,3
239,Advanced Hearing Solutions,www.hearlife.org,621340,2,446199;621340,8,3,3,3,3
246,Advanced Neuro Sciences Instit,www.neurosci.us,621111,2,621111,99,3,3,3,3
251,ADVANCED PHYSICAL THERAPY REHAB,www.advancedphysicaltherapyandrehab.com,621340,2,621340,23,3,3,3,3
254,Advanced Protective Services International LLC,www.besafe247.com,624190,2,624190,7,3,3,3,3
256,Advanced Science Wellness,www.advancedsciencewellness.com,621999,2,621999,0,3,3,3,3
257,ADVANCED SKIN & LASER PC,www.advancedskinlaser.com,621111,2,621111,25,3,3,3,3
258,Advanced Skin and Laser,www.advancedskinlaser.com,621111,2,621111,0,3,3,3,3
260,ADVANCED THERAPIES INC,www.calldrgil.com,621310,2,238140;621310,99,3,3,3,3
262,Advantage Behavioral Health,www.advantagebehavioral.org,621420,2,621420,1,3,3,3,3
271,"ADVENTIST HEALTH SYSTEM/SUNBELT, INC.",www.adventisthealthsystem.com,622110,2,622110,0,3,3,3,3
272,"ADVENTIST HEALTH SYSTEM/SUNBELT, INC.",www.adventisthealthsystem.com,622110,2,622110,5,3,3,3,3
273,"Adventist Health System/Sunbelt, Inc.",www.adventisthealthsystem.com,621111,2,621111,38,3,3,3,3
274,Adventure Counseling,www.adventurecounseling.com,624190,2,624190,31,3,0,0,0
280,"AEB, LLC",www.visitingangels.com,621610,2,621610,99,3,3,3,3
283,AEGIS SCIENCES CORPORATION,www.aegislabs.com,621511,2,621511,15,3,3,3,3
284,AEGIS SCIENCES CORPORATION,www.aegislabs.com,621511,2,621511,15,3,3,3,3
286,"Aerocare Holdings, Inc.",www.aerocareusa.com,621610,2,621610,1,3,3,3,3
287,"Aerocare Holdings, Inc.",www.aerocareusa.com,621610,2,621610,14,3,3,3,3
288,"Aerocare Holdings, Inc.",www.aerocareusa.com,621610,2,621610,13,3,3,3,3
299,AFFILIATED DERMATOLOGIST OF GREEN HILLS,www.retiefskincenter.com,621111,2,621111,99,3,3,3,3
300,Affiliated Internists and Hermitage Primary Care,www.pardue.vpweb.com,621111,2,621111,61,3,3,3,3
302,Affiliated Neurologists PLC,www.tn-goodlettsville.doctors.at,621111,2,621111,14,3,3,3,3
308,Affliated Internist,www.pardue.vpweb.com,621111,2,621111,99,3,3,3,3
310,Affordable Dental of Tennessee,www.affordabledentaloftn.com,621210,2,621210,14,3,3,3,3
311,AFFORDABLE DENTAL OF TN,www.midtowndentaltn.com,621210,2,621210,28,3,3,3,3
312,Affordable Dentures,www.affordabledentures.com,621210,2,339114;621210,1,3,3,3,3
313,"Affordable Dentures Dental Laboratories, Inc",www.affordabledentures.com,621210,2,621210,32,3,3,3,3
321,Agarwal Reita MD,www.goodhealthtn.com,621111,2,621111,99,3,3,3,3
332,"AGING & DISABILITY, TENNESSEE COMMISSION ON",www.athomehealthtn.com,624120,2,624120;923130,4,3,0,0,0
333,AGING IN PLACE,www.aipnashville.com,621610,2,621610,24,3,3,3,3
338,"Ahom Holdings, Inc (de)",www.counselcorp.com,621610,2,621610,0,3,3,3,3
339,"AHP Finance, Inc.",www.ahom.com,621610,2,621610,0,3,3,3,3
340,"AHP of Oklahoma, Inc.",www.americanhometownpublishing.com,621111,2,621111,82,3,3,3,3
341,"Ahs Management Company, Inc",www.ardenthealth.com,622110,2,622110,99,3,3,3,3
342,AHS Medical Holdings LLC,www.ardenthealth.com,622110,2,621491;622110;622310,,3,3,3,3
343,"Ahs Oklahoma Holdings, Inc.",www.ardenthealth.com,622110,2,622110,99,3,3,3,3
346,Aimee Miltich Lyst PHD Pllc,www.drlyst.com,621330,2,621330,99,3,3,3,3
348,"Aionex, Inc.",www.aionex.net,621610,2,621610,4,3,3,3,3
377,Alana Healthcare LLC,www.alanahealthcare.com,621498,2,621498,8,3,3,3,3
396,ALDRICH T DDS INC,www.perryfamilydentistryllc.com,621210,2,621210,21,3,3,3,3
403,Alex Goodman DMD,www.alexgoodmandmd.com,621210,2,621210,4,3,3,3,3
406,Alexander G Nein MD PC,www.drnein.com,621111,2,621111;812112,99,3,3,3,3
416,Align Health & Wellness LLC,www.myalignhealth.com,621999,2,621999,33,3,3,3,3
418,Alissa Sawyer Counseling,www.alissasawyer.com,624190,2,624190,99,3,0,0,0
419,Alive Hospice Inpatient Unit At St Thomas,www.alivehospice.org,623110,2,623110,,3,3,3,3
420,"ALIVE HOSPICE, INC.",www.alivehospice.org,621610,2,621610,18,3,3,3,3
423,ALL ABOUT CARE LLC,www.comfortkeepers.com,621610,2,621610,13,3,3,3,3
430,All Family Dentistry,www.allfamilydentistrysmyrna.com,621210,2,621210,99,3,3,3,3
441,Allcare Health Services,www.allcarehealthservices.net,621610,2,621610,99,3,3,3,3
445,ALLEN & CLAYTON DDS,www.tennesseedentalcare.com,621210,2,621210,99,3,3,3,3
451,Allen Family Chiropractic,www.allenfamilychiro.net,621310,2,621310,74,3,3,3,3
454,ALLERGY & ASTHMA CENTER LLC,www.youngerfaces.com,621111,2,621111,75,3,3,3,3
455,"Allergy & Asthma Centers, P.C.",www.allergyasthmadoctors.com,621111,2,621111,55,3,3,3,3
456,"Allergy & Asthma Centers, P.C.",www.allergyasthmadoctors.com,621111,2,621111,35,3,3,3,3
457,Allergy & Asthma Medicine PC,www.babeallergy.com,621111,2,621111,77,3,3,3,3
458,Allergy & Asthma Medicine PC,www.babeallergy.com,621111,2,621111,99,3,3,3,3
459,Allergy & Asthma Specialist,www.theallergydoctors.com,621111,2,621111,45,3,3,3,3
460,Allergy & Asthma Specialist,www.theallergydoctors.com,621111,2,621111,82,3,3,3,3
461,Allergy & Ent Assoc of Middle Tennessee P C,www.myallergyent.com,621111,2,621111,76,3,3,3,3
464,"Allergy Associates, P.A.",www.allergyasc.com,621111,2,621111,99,3,3,3,3
465,Allergycare,www.allergydropz.com,621111,2,621111,99,3,3,3,3
466,Allermetrix Inc.,www.allermetrix.com,621511,2,621511,35,3,3,3,3
476,Allied Hearing Care,www.alliedhearingcare.com,621111,2,621111,64,3,3,3,3
503,Alternative Health Products,www.alternativehealthproductsusa.com,621999,2,621999,2,3,3,3,3
504,ALTERNATIVE LEARNING CENTER,www.williamsoncounty-tn.gov,624410,2,624410,8,0,0,0,0
524,"AMBULATORY SURGERY CENTER OF COOL SPRINGS, LLC",www.symbion.com,621111,2,621111,25,3,3,3,3
528,"Amedisys Sp - Tn, L.L.C.",www.recruiting.amedisys.com,621610,2,621610,,3,3,3,3
529,AMEDISYS TENNESSEE LLC,www.amedisys.com,621610,2,621610,40,3,3,3,3
530,AMEDISYS TENNESSEE LLC,www.amedisys.com,621610,2,621610,37,3,3,3,3
531,Amedisys Tennessee LLC,www.amedisys.com,621610,2,621610,9,3,3,3,3
532,AMEDISYS TENNESSEE LLC,www.amedisys.com,621610,2,621610,30,3,3,3,3
533,"Amedisys, Inc.",www.recruiting.amedisys.com,621610,2,621610,,3,3,3,3
534,"Amedisys, Inc.",www.recruiting.amedisys.com,621610,2,621610,99,3,3,3,3
538,American Addiction Centers,www.americanaddictioncenters.com,622310,2,622310,99,3,3,3,3
542,American Chiropractic Health Clinic,www.americanchirohealthclinic.com,621310,2,621310,99,3,3,3,3
546,American Dental Center PC,www.drbjacksonadc.com,621210,2,621210,17,3,3,3,3
548,"American Diagnostics, Inc",www.americandiagnostics.com,621999,2,621999,96,3,3,3,3
550,American Dream Lawn & Home Care,www.americandreamlawnandhomecare.com,621610,2,621610,22,3,3,3,3
556,American Family Dr,www.afdclinics.com,621111,2,621111,25,3,3,3,3
557,American Family Orthodontics LLC,www.afobraces.com,621210,2,621210,92,3,3,3,3
561,American Foot Care Center PC,www.nashvillefootdr.com,621111,2,621111;621391,99,3,3,3,3
564,"AMERICAN HEALTH COMPANIES, INC.",www.thca.com,623110,2,623110,,3,3,3,3
565,"AMERICAN HEALTH COMPANIES, INC.",www.thca.com,623110,2,623110,0,3,3,3,3
566,"American Health Facilities Development, LLC",www.ahfdllc.com,621999,2,621999,99,3,3,3,3
567,"American Homepatient Tennessee Ventures, Inc.",www.ahom.com,621610,2,621610,0,3,3,3,3
568,"AMERICAN HOMEPATIENT, INC.",www.ahom.com,621610,2,446199;532291;621610,0,3,3,3,3
572,American Liver Society,www.liversociety.org,621498,2,621498,52,3,3,3,3
573,"American Lung Association of Tennessee, Inc.",www.lungtn.org,621999,2,621999,40,3,3,3,3
574,American Medical Op LLC,www.americanmedicalco-op.com,621999,2,621999,99,3,3,3,3
575,"American Medical Response, Inc.",www.amr.net,621991,2,621991,69,3,3,3,3
577,AMERICAN NATIONAL RED CROSS,www.arc-cmc.org,624190,2,624190,11,3,0,0,0
578,AMERICAN NATIONAL RED CROSS,www.arc-cmc.org,624190,2,624190,25,3,0,0,0
579,AMERICAN NATIONAL RED CROSS,www.arc-cmc.org,624190,2,624190,1,3,0,0,0
580,AMERICAN NATIONAL RED CROSS,www.arc-cmc.org,624190,2,624190,27,3,0,0,0
581,AMERICAN NATIONAL RED CROSS,www.arc-cmc.org,624230,2,624230,1,0,0,0,0
583,"American Parkinson Disease Association, Inc.",www.apdaparkinson.org,621111,2,561990;621111,0,3,3,3,3
584,"AMERICAN PATHOLOGY PARTNERS, INC.",www.ap2.com,621511,2,621511,99,3,3,3,3
589,American Retirement Corporation,www.brookdaleliving.com,623110,2,623110,50,3,3,3,3
592,"American Sleep Medicine, LLC",www.americansleepmedicine.com,621111,2,621111,25,3,3,3,3
596,AMERICA'S FAMILY DOCTORS PLLC,www.afdclinics.com,621111,2,621111,99,3,3,3,3
597,America's Family Doctors Pllc,www.afdclinics.com,621111,2,621111,,3,3,3,3
608,AMG Healthcare Centers Inc,www.amgpublishers.com,623110,2,623110,2,3,3,3,3
618,Amsurg Corp.,www.amsurg.com,622110,2,622110,99,3,3,3,3
622,"Amsurg Holdings, Inc.",www.amsurg.com,621111,2,621111,99,3,3,3,3
626,"AMSURG SCRANTON PA, INC.",www.amsurg.com,621112,2,621112,99,3,3,3,3
636,Amy Mariaskin,www.amariaskin.com,621111,2,621111,7,3,3,3,3
640,"ANATOMIC AND CLINICAL LABORATORY ASSOCIATES, P.C.",www.aclapath.com,621511,2,621511,65,3,3,3,3
649,Andrea Hannahan DDS Pllc,www.drhannahan.com,621210,2,621210,12,3,3,3,3
671,"Anesthesia Medical Group, P.C.",www.amg-group.com,621111,2,561110;621111,51,3,3,3,3
672,"ANESTHESIA SERVICES ASSOCIATES, PLLC",www.cpspain.com,621111,2,621111,,3,3,3,3
673,"Anesthesia Services Associates, Pllc",www.cpspain.com,621111,2,621111,99,3,3,3,3
674,"Anesthesia Services Associates, Pllc",www.cpspain.com,621111,2,621111,22,3,3,3,3
682,"Angela F. Crisp, M.D., P.C.",www.eyehealthpartners.com,621111,2,621111,42,3,3,3,3
683,ANGELA JOYNES MD,www.pcpractice.com,621111,2,621111,1,3,3,3,3
685,Angela Simpson DDS,www.angelasimpsondds.com,621210,2,621210,99,3,3,3,3
694,"Angiology Corporation of America, Inc.",www.angioscreen.com,621610,2,621610,86,3,3,3,3
695,Animal Care Center of Carters Creek,www.yourpetsnewvet.com,621999,2,621999,90,3,3,3,3
696,"Animal Medical Center, PS",www.theanimaleyecenter.com,621112,2,621112,55,3,3,3,3
699,Anissa Burgess DDS,www.dentists.dickson.ypeek.com,621210,2,621210,29,3,3,3,3
701,Anita L. Hauenstein,www.anitahauenstein.com,621111,2,621111,52,3,3,3,3
709,Anna Szczuka,www.dicksonmd.com,621111,2,621111,99,3,3,3,3
726,Anthony R Togrye DDS PC,www.bracesdoc.com,621210,2,621210,11,3,3,3,3
727,Anthony Urbanek,www.tmjsplint.net,621210,2,621210,70,3,3,3,3
