Website,Health,Dental Count,Optical,Medic,Treatment,Diagnosis,Physician,Quality
http://www.aegis-group.com,4,0,0,13,0,0,1,0
http://www.affiliatewise.com,0,0,0,0,0,0,0,0
http://www.affordablehomeaccess.com,1,0,0,0,0,0,0,0
http://www.ageesolutions.com,NA,NA,NA,NA,NA,NA,NA,NA
http://www.aheadhr.com,0,0,0,0,0,0,0,0
http://www.aircraftbatteryshop.com,0,0,0,0,0,0,0,0
http://www.airliftj.com,0,0,0,0,0,0,0,0
http://www.ajartistmedia.com,0,0,0,0,0,0,0,0
http://www.aladdintemprite.com,0,0,0,0,0,0,0,0
http://www.alanahealthcare.com,179,0,0,1,0,0,0,0
http://www.lucasstrobesystems.com,0,0,0,0,0,0,0,0
http://www.allsecuretechnologies.com,0,0,0,0,0,0,0,0
http://www.alltechnologyrecovery.com,0,0,0,0,0,0,0,0
http://www.allegiance-ts.com,0,0,0,0,0,0,0,0
http://www.allegiantdirect.com,0,0,0,0,0,0,0,0
http://www.alliancebiztranslations.com,0,0,0,0,0,0,0,0
http://www.alliancesupermarketing.com,0,0,0,0,0,0,0,0
http://www.alliancesoftware.com,0,0,0,0,0,0,0,0
http://www.nanallison.com,4,0,0,0,0,0,0,0
http://www.allpartsmedical.com,0,0,0,0,0,0,0,0
http://www.allsbrooksconstruction.com,0,0,0,0,0,0,0,0
http://www.alltechinc.net,0,0,0,0,0,0,0,0
http://www.allyancepartners.com,0,0,0,0,0,0,0,0
http://www.alorica.com,2,0,0,0,0,0,0,0
http://www.alphabuilding.com,0,0,0,0,0,0,0,0
http://www.aocg.com,0,0,0,0,0,0,0,0
http://www.altairdata.com,NA,NA,NA,NA,NA,NA,NA,NA
http://www.alternative4plasticsllc.com,0,0,0,0,0,0,0,0
http://www.alvarezandmarsal.com,0,0,0,0,0,0,0,0
http://www.alwaysconnectedsolutions.com,1,0,0,4,0,0,0,0
http://www.amalgamatedbuildingservices.com,NA,NA,NA,NA,NA,NA,NA,NA
http://www.amanomcgann.com,0,0,0,0,0,0,0,0
http://www.amaranthinetech.com,0,0,0,0,0,0,0,0
http://www.southeasterndentalgroup.com,0,15,0,0,3,2,0,0
http://www.am-best.com,0,0,0,0,0,0,0,0
http://www.amec.com,0,0,0,0,1,0,0,0
http://www.americanconstructors.us,4,0,0,0,0,0,0,0
http://www.americancreativedental.com,NA,NA,NA,NA,NA,NA,NA,NA
http://www.ndc-inc.com,6,3,0,4,0,0,0,0
http://www.specialtycare.net,3,0,0,0,0,0,0,0
http://www.americanexpress.com,0,0,0,0,0,0,0,0
http://www.steveanderson.com,2,0,0,0,0,0,0,0
http://www.americanpaymentsystems.com,0,0,0,0,0,0,0,0
http://www.trane.com,0,0,0,0,0,0,0,0
http://www.americanexpress.com,0,0,0,0,0,0,0,0
http://www.amerisourcebergen.com,0,0,0,0,0,0,0,0
http://www.pharmerica.com,0,0,0,0,0,0,0,0
http://www.amiconemedia.com,0,0,0,0,0,0,0,0
http://www.proclaimams.com,NA,NA,NA,NA,NA,NA,NA,NA
http://www.andersonhillconstruction.com,0,0,0,0,0,0,0,0
http://www.gasrecycler.com,2,0,0,1,0,0,0,0
http://www.windrowgroup.com,0,0,0,0,0,0,0,0
http://www.ansarinc.com,0,0,0,0,0,0,0,0
http://www.anthologycreative.com,0,0,0,0,0,0,0,0
http://www.anylabtestnow.com,44,0,0,8,0,0,0,0
http://www.anylabtestnow.com,44,0,0,8,0,0,0,0
http://www.aol.com,32,0,0,1,1,0,0,0
http://www.apexenergygroup.com,0,0,0,0,0,0,0,0
http://www.applemobility.com,0,0,0,0,0,0,1,0
http://www.harbortea.com,0,0,0,0,0,0,0,0
http://www.appletonlearning.com,0,0,0,0,0,0,0,0
http://www.appliedorthotics.com,0,0,0,0,0,0,0,0
http://www.ewc-inc.com,0,0,0,0,0,0,0,0
http://www.apira.com,0,0,0,0,0,0,0,0
http://www.arcpointlabs.com,61,0,0,1,0,0,0,0
http://www.argentmoney.com,0,0,0,0,0,0,0,0
http://www.aristomedia.com,0,0,0,0,0,0,0,0
http://www.armorcorps.com,0,0,0,0,0,0,0,0
http://www.digichart.com,0,0,0,0,0,0,0,0
http://www.artisnetworks.com,0,0,0,0,0,0,0,0
http://www.asetechnology.com,0,0,0,0,0,0,0,0
http://www.ashleyhylbert.com,0,0,0,0,0,0,0,0
http://www.aspect.com,8,0,0,0,0,0,0,0
http://www.aspendental.com,3,31,0,0,0,0,0,0
http://www.aspendental.com,3,31,0,0,0,0,0,0
http://www.aspendental.com,3,31,0,0,0,0,0,0
http://www.assurancefinancialpartners.com,0,0,0,0,0,0,0,0
http://www.atcassociates.com,2,0,0,0,0,0,0,0
http://www.athenaconsulting.com,0,0,0,0,0,0,0,0
http://www.atiba.com,3,0,0,1,0,0,0,0
http://www.atiba.com,3,0,0,1,0,0,0,0
http://www.atkinsonpr.com,0,0,0,0,0,0,0,0
http://www.aullcooper.com,0,0,0,0,0,0,0,0
http://www.authentiqtax.net,0,0,0,0,0,0,0,0
http://www.autohoodmedia.com,0,0,0,0,0,0,0,0
http://www.adp.com,4,0,0,0,0,0,0,0
http://www.aieng.com,0,0,0,0,0,0,0,0
http://www.automationnth.com,0,0,0,0,0,0,0,0
http://www.acalontech.com,0,0,0,0,0,1,0,0
http://www.avankia.com,6,0,0,0,0,0,2,0
http://www.avintus.com,0,0,0,0,0,0,0,0
http://www.milestonepartners.com,0,0,0,0,0,0,0,0
http://www.axa-equitable.com,0,0,0,0,0,0,0,0
http://www.axiosit.com,2,0,0,0,0,0,0,0
http://www.a-zdme.com,0,0,0,3,0,0,0,0
http://www.costcontrol.com,0,0,0,0,0,0,0,0
http://www.bas-solutions.com,0,0,0,0,0,0,0,0
http://www.thinkbrs.com,0,0,0,0,0,0,0,0
http://www.brmcmillan.com,0,0,0,0,0,0,0,0
http://www.capellahealth.com,260,0,0,17,4,0,31,0
http://www.12southdentalstudio.com,3,13,0,0,5,0,0,0
http://www.chiropractor-pages.com,0,0,0,0,0,0,0,0
http://www.cosmetic-dentist-nashville.com,0,4,0,0,0,0,0,0
http://www.smithcountyhc.com,14,0,0,3,0,0,0,0
http://www.thirdandchurchhealthcare.com,0,0,0,0,0,0,0,0
http://www.4umd.com,0,0,0,0,0,1,1,0
http://www.5stardentalcare.biz,0,14,0,0,0,0,0,0
http://www.aandrconsultants.com,0,0,0,0,0,0,0,0
http://www.keithshrumdentistry.com,1,7,0,0,1,0,0,0
http://www.achildsdreampre-k.com,NA,NA,NA,NA,NA,NA,NA,NA
http://www.agrandmotherswish.com,0,0,0,0,0,0,0,0
http://www.nashvillemedicalgroup.com,2,0,0,5,2,0,5,0
http://www.asoldierschild.org,0,0,0,0,0,0,0,0
http://www.draaronpayne.net,1,0,0,0,0,0,0,0
http://www.ablemos.com,1,0,0,1,0,0,0,0
http://www.academyfootandankle.com,2,0,0,0,1,2,1,0
http://www.acadiahealthcare.com,100,0,0,2,12,0,2,0
http://www.acadiahealthcare.com,100,0,0,2,12,0,2,0
http://www.accentsmilecenter.com,6,108,0,0,13,0,0,0
http://www.accessdentalofbrentwood.com,4,10,0,0,0,0,0,0
http://www.2accu-visionoptical.com,1,0,1,0,0,0,0,0
http://www.achievelearningnow.com,0,0,0,0,0,0,0,0
http://www.nashvillespinedoctor.com,9,0,0,5,3,2,0,0
http://www.activelearningcenters.com,0,0,0,0,0,0,0,0
http://www.activelifetn.com,0,0,0,0,0,0,0,0
http://www.activesjc.com,2,0,0,3,2,1,0,0
http://www.acumenehr.com,2,0,0,0,0,0,0,0
http://www.mjendo.com,0,0,0,0,0,0,0,0
http://www.tn-smyrna.doctors.at,51,0,0,82,5,2,5,0
http://www.adamspediatricdentistry.com,1,6,0,0,0,0,0,0
http://www.adamsplace.org,1,0,0,0,1,0,1,0
http://www.adamsplace.org,1,0,0,0,1,0,1,0
http://www.adamsplace.org,1,0,0,0,1,0,1,0
http://www.bradfordhealth.com,92,0,0,0,19,0,1,0
http://www.bradfordhealth.com,92,0,0,0,19,0,1,0
http://www.aidandassist.net,0,0,0,3,0,0,0,0
http://www.aidandassist.net,0,0,0,3,0,0,0,0
http://www.adinhealthcare.com,0,0,0,0,0,1,0,0
http://www.adoptionassistance.com,0,0,0,0,0,0,0,0
http://www.advancecarehealthservicestn.com,NA,NA,NA,NA,NA,NA,NA,NA
http://www.goldskincare.com,0,0,0,0,0,0,0,0
http://www.phydata.com,0,0,0,0,0,0,0,0
http://www.neufoot.com,8,0,0,1,13,2,1,0
http://www.hearlife.org,0,0,0,1,0,0,0,0
http://www.neurosci.us,0,0,0,1,2,4,0,0
http://www.advancedphysicaltherapyandrehab.com,1,0,0,1,2,0,1,0
http://www.besafe247.com,0,0,0,3,0,0,0,0
http://www.advancedsciencewellness.com,NA,NA,NA,NA,NA,NA,NA,NA
http://www.advancedskinlaser.com,1,0,0,0,2,0,0,0
http://www.advancedskinlaser.com,1,0,0,0,2,0,0,0
http://www.calldrgil.com,5,0,0,1,5,0,0,0
http://www.advantagebehavioral.org,7,0,0,0,0,0,1,0
http://www.adventisthealthsystem.com,5,0,0,1,0,0,2,0
http://www.adventisthealthsystem.com,5,0,0,1,0,0,2,0
http://www.adventisthealthsystem.com,5,0,0,1,0,0,2,0
http://www.adventurecounseling.com,3,0,0,0,0,0,0,0
http://www.visitingangels.com,0,0,0,2,0,0,0,0
http://www.aegislabs.com,3,0,0,3,0,3,1,0
http://www.aegislabs.com,3,0,0,3,0,3,1,0
http://www.aerocareusa.com,4,0,0,12,0,0,2,0
http://www.aerocareusa.com,4,0,0,12,0,0,2,0
http://www.aerocareusa.com,4,0,0,12,0,0,2,0
http://www.retiefskincenter.com,0,0,0,2,4,0,0,0
http://www.pardue.vpweb.com,NA,NA,NA,NA,NA,NA,NA,NA
http://www.tn-goodlettsville.doctors.at,51,0,0,82,5,2,5,0
http://www.pardue.vpweb.com,0,0,0,0,0,1,0,0
http://www.affordabledentaloftn.com,2,18,0,0,4,0,0,0
http://www.midtowndentaltn.com,2,16,0,0,2,0,0,0
http://www.affordabledentures.com,0,19,0,0,0,0,0,0
http://www.affordabledentures.com,0,19,0,0,0,0,0,0
http://www.goodhealthtn.com,33,0,0,6,1,0,0,0
http://www.athomehealthtn.com,2,0,0,0,0,0,0,1
http://www.aipnashville.com,0,0,0,1,0,0,0,1
http://www.counselcorp.com,0,0,0,0,0,0,0,0
http://www.ahom.com,4,0,0,3,0,0,0,0
http://www.americanhometownpublishing.com,0,0,0,0,0,0,0,0
http://www.ardenthealth.com,22,0,0,0,0,0,1,0
http://www.ardenthealth.com,22,0,0,0,0,0,1,0
http://www.ardenthealth.com,22,0,0,0,0,0,1,0
http://www.drlyst.com,1,0,0,0,2,1,0,0
http://www.aionex.net,2,0,0,0,0,0,0,0
http://www.alanahealthcare.com,179,0,0,1,0,0,0,0
http://www.perryfamilydentistryllc.com,3,3,0,0,1,0,0,0
http://www.alexgoodmandmd.com,7,16,0,0,2,0,0,0
http://www.drnein.com,2,0,0,0,0,0,0,0
http://www.myalignhealth.com,10,0,0,1,2,0,0,0
http://www.alissasawyer.com,0,0,0,0,0,0,0,0
http://www.alivehospice.org,3,0,0,1,0,0,0,0
http://www.alivehospice.org,3,0,0,1,0,0,0,0
http://www.comfortkeepers.com,7,0,0,2,0,0,0,0
http://www.allfamilydentistrysmyrna.com,1,5,0,0,0,0,0,0
http://www.allcarehealthservices.net,0,0,0,0,0,0,0,0
http://www.tennesseedentalcare.com,0,0,0,0,0,0,0,0
http://www.allenfamilychiro.net,4,0,0,1,2,1,0,0
http://www.youngerfaces.com,1,0,0,1,15,0,0,0
http://www.allergyasthmadoctors.com,0,0,0,0,0,0,0,0
http://www.allergyasthmadoctors.com,0,0,0,0,0,0,0,0
http://www.babeallergy.com,NA,NA,NA,NA,NA,NA,NA,NA
http://www.babeallergy.com,NA,NA,NA,NA,NA,NA,NA,NA
http://www.theallergydoctors.com,0,0,0,0,0,0,1,0
http://www.theallergydoctors.com,0,0,0,0,0,0,1,0
http://www.myallergyent.com,0,0,0,0,0,0,0,0
http://www.allergyasc.com,0,0,0,0,2,3,0,0
http://www.allergydropz.com,0,0,0,0,5,0,2,0
http://www.allermetrix.com,0,0,0,0,0,0,0,0
http://www.alliedhearingcare.com,2,0,0,0,0,0,0,0
http://www.alternativehealthproductsusa.com,NA,NA,NA,NA,NA,NA,NA,NA
http://www.williamsoncounty-tn.gov,0,0,0,0,0,0,0,0
http://www.symbion.com,6,0,0,0,0,0,2,0
http://www.recruiting.amedisys.com,NA,NA,NA,NA,NA,NA,NA,NA
http://www.amedisys.com,11,0,0,0,0,0,6,0
http://www.amedisys.com,11,0,0,0,0,0,6,0
http://www.amedisys.com,11,0,0,0,0,0,6,0
http://www.amedisys.com,11,0,0,0,0,0,6,0
http://www.recruiting.amedisys.com,NA,NA,NA,NA,NA,NA,NA,NA
http://www.recruiting.amedisys.com,NA,NA,NA,NA,NA,NA,NA,NA
http://www.americanaddictioncenters.com,2,0,0,0,34,1,0,0
http://www.americanchirohealthclinic.com,48,0,0,1,3,0,0,0
http://www.drbjacksonadc.com,0,28,0,0,0,0,0,0
http://www.americandiagnostics.com,0,0,0,0,0,0,0,0
http://www.americandreamlawnandhomecare.com,2,0,0,0,0,0,0,0
http://www.afdclinics.com,3,0,0,2,0,0,0,0
http://www.afobraces.com,0,0,0,0,0,0,0,0
http://www.nashvillefootdr.com,1,0,0,3,1,0,3,0
http://www.thca.com,0,0,0,0,0,0,0,0
http://www.thca.com,0,0,0,0,0,0,0,0
http://www.ahfdllc.com,1,0,0,0,0,0,0,0
http://www.ahom.com,4,0,0,3,0,0,0,0
http://www.ahom.com,4,0,0,3,0,0,0,0
http://www.liversociety.org,2,0,0,1,0,0,0,0
http://www.lungtn.org,8,0,0,0,0,0,0,0
http://www.americanmedicalco-op.com,0,0,0,54,0,0,0,0
http://www.amr.net,2,0,0,19,0,0,1,0
http://www.arc-cmc.org,0,0,0,0,0,0,0,0
http://www.arc-cmc.org,0,0,0,0,0,0,0,0
http://www.arc-cmc.org,0,0,0,0,0,0,0,0
http://www.arc-cmc.org,0,0,0,0,0,0,0,0
http://www.arc-cmc.org,0,0,0,0,0,0,0,0
http://www.apdaparkinson.org,0,0,0,1,0,0,0,0
http://www.ap2.com,4,0,0,1,0,1,2,0
http://www.brookdaleliving.com,0,0,0,0,0,0,0,0
http://www.americansleepmedicine.com,4,0,0,68,1,8,1,0
http://www.afdclinics.com,3,0,0,2,0,0,0,0
http://www.afdclinics.com,3,0,0,2,0,0,0,0
http://www.amgpublishers.com,0,0,0,0,0,0,0,0
http://www.amsurg.com,4,0,0,0,0,0,1,0
http://www.amsurg.com,4,0,0,0,0,0,1,0
http://www.amsurg.com,4,0,0,0,0,0,1,0
http://www.amariaskin.com,0,0,0,0,2,0,0,0
http://www.aclapath.com,0,0,0,0,0,1,7,0
http://www.drhannahan.com,0,2,0,0,1,0,0,0
http://www.amg-group.com,0,0,0,0,0,0,3,0
http://www.cpspain.com,0,0,0,0,0,0,0,0
http://www.cpspain.com,0,0,0,0,0,0,0,0
http://www.cpspain.com,0,0,0,0,0,0,0,0
http://www.eyehealthpartners.com,13,0,0,2,2,0,1,0
http://www.pcpractice.com,0,0,0,0,0,0,0,0
http://www.angelasimpsondds.com,21,4,0,1,1,0,0,0
http://www.angioscreen.com,3,0,0,2,0,1,1,0
http://www.yourpetsnewvet.com,3,2,0,3,0,0,0,0
http://www.theanimaleyecenter.com,0,0,0,0,0,0,0,0
http://www.dentists.dickson.ypeek.com,0,0,0,0,0,0,0,0
http://www.anitahauenstein.com,0,0,0,0,0,0,0,0
http://www.dicksonmd.com,1,0,0,2,0,0,2,0
http://www.bracesdoc.com,1,4,0,0,5,0,0,0
http://www.tmjsplint.net,3,0,0,0,4,2,1,0
http://www.anxietydepressiondisorders.com,1,0,0,4,1,0,0,0
http://www.anybodyfit.com,0,0,0,0,0,0,0,0
http://www.apexendotn.com,0,0,0,0,0,0,0,0
http://www.apexendotn.com,0,0,0,0,0,0,0,0
http://www.apexendotn.com,0,0,0,0,0,0,0,0
http://www.aphesishouse.org,0,0,0,0,0,0,0,0
http://www.apria.com,18,0,0,14,2,0,0,0
http://www.aquadentalcare.com,0,0,0,0,0,0,0,0
http://www.arbaughpatin.com,2,0,0,0,0,0,0,0
http://www.arborhealth.com,7,0,0,0,0,0,0,0
http://www.afwellness.com,4,0,0,3,1,0,1,0
http://www.ardenthealth.com,22,0,0,0,0,0,1,0
http://www.arcdc.org,0,0,0,0,0,0,0,0
http://www.arthritis.org,0,0,0,3,6,0,0,0
http://www.rheumatologistsofnashville.com,NA,NA,NA,NA,NA,NA,NA,NA
http://www.childrenshospital.vanderbilt.org,14,0,0,11,1,0,0,0
http://www.mtmc.org,0,0,0,0,0,0,0,0
http://www.ascentasc.com,0,0,0,0,0,0,0,0
http://www.aseracare.com,0,0,0,5,0,0,1,0
http://www.simplycare.net,4,0,0,1,2,1,1,0
http://www.aspengrovedental.com,0,15,0,0,10,0,0,0
http://www.nashville.assistanceleague.org,0,0,0,0,0,0,0,0
http://www.associatedchildrensdentistry.com,0,2,0,0,0,0,0,0
http://www.associateddentalgroup.net,0,0,0,0,0,0,0,0
http://www.associatedendoscopy.com,63,0,0,1,3,1,6,0
http://www.pathgroup.com,14,0,0,1,0,4,8,0
http://www.pathgroup.com,14,0,0,1,0,4,8,0
http://www.pathgroup.com,14,0,0,1,0,4,8,0
http://www.pathgroup.com,14,0,0,1,0,4,8,0
http://www.pathgroup.com,14,0,0,1,0,4,8,0
http://www.radalliance.com,0,0,0,2,0,3,6,0
http://www.associatedurologistsofnashville.com,0,0,0,0,0,0,1,0
http://www.associatedurologistsofnashville.com,0,0,0,0,0,0,1,0
http://www.agapenashville.org,1,0,0,0,0,0,0,0
http://www.homeinstead.com,0,0,0,2,0,0,0,0
http://www.athomehealthtn.com,2,0,0,0,0,0,0,1
http://www.athomehealthtn.com,2,0,0,0,0,0,0,1
http://www.attachmentparenting.org,3,0,0,0,0,0,0,0
http://www.austinadamsmd.com,0,0,0,6,0,0,3,0
http://www.treveccahrc.com,0,0,0,1,0,0,1,0
http://www.axischirotn.com,2,0,0,0,1,0,0,0
http://www.murfreesborodiabetes.com,2,0,0,2,0,0,1,0
